"Isolate_Pathname","Category","Assembly_Type","Sequencing_Kit","Filtering","Polishing","sample_id","num_contigs","size","gc","md5","rep_type(s)","rep_type_accession(s)","relaxase_type(s)","relaxase_type_accession(s)","mpf_type","mpf_type_accession(s)","orit_type(s)","orit_accession(s)","predicted_mobility","mash_nearest_neighbor","mash_neighbor_distance","mash_neighbor_identification","primary_cluster_id","secondary_cluster_id","predicted_host_range_overall_rank","predicted_host_range_overall_name","observed_host_range_ncbi_rank","observed_host_range_ncbi_name","reported_host_range_lit_rank","reported_host_range_lit_name","associated_pmid(s)"
"EC-B1-9226-C5-H-CuN-CeP_LR_LUF_LLUF_mobsuite","LLUF","Long_Read","Rapid","Unfiltered","Unpolished","AA551",1,46271,51.8769855849236,"20054af15d35b0a3ecadf30f0d52c2fa","IncN","000153__NC_019087_00001","MOBF","NC_015599_00019","MPF_T","NC_008612_00190,NC_007682_00044,NC_014368_00014,NC_011617_00041,NC_009131_00030,NC_022375_00024","MOBF","NZ_CP014489","conjugative","HE613857",0.0105261,"Escherichia coli","AA551","AI743","class","Gammaproteobacteria","class","Gammaproteobacteria","order","Enterobacterales","23114770; 20851899; 28842132"
"EC-B1-9413-C4-H-CuP-CeP_HLF_mobsuite","HLF","Hybrid","Rapid","Filtered","Pilon","AA474",1,90247,49.6537281017652,"e00e3e0c1db94b681c83ae305361cce3","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057","MOBP","JN253636","conjugative","HE654725",0.0133547,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_HLUF_mobsuite","HLUF","Hybrid","Rapid","Unfiltered","Pilon","AA474",1,89671,49.6693468345396,"cbe17c397558c54adc1e503cedb50a6e","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","JN253636","conjugative","HE654725",0.0136002,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AA474",1,89671,49.6693468345396,"cbe17c397558c54adc1e503cedb50a6e","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","JN253636","conjugative","HE654725",0.0136002,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_HRUF_mobsuite","HRUF","Hybrid","Rapid","Unfiltered","Pilon","AA474",1,89671,49.6693468345396,"cbe17c397558c54adc1e503cedb50a6e","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","JN253636","conjugative","HE654725",0.0136002,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LFM_LLFM_mobsuite","LLFM","Long_Read","Ligation","Filtered","Medaka","AA474",1,90213,49.6336448183743,"bb2d421fd51db79321da53f84de4ab40","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","JN253636","conjugative","HE654725",0.0140492,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LLFMP_mobsuite","LLFMP","Long_Read","Ligation","Filtered","Medaka_Pilon","AA474",1,90247,49.6537281017652,"d6944ea32ac3951ea06baf4e0b608434","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","JN253636","conjugative","HE654725",0.0133547,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LLF_mobsuite","LLF","Long_Read","Ligation","Filtered","Unpolished","AA474",1,89856,49.6627938034188,"901dfafa108268f8a19fa23e70766804","IncI1/B/O","DQ017661","MOBP,MOBP","CP042618_00082,CP023903_00055","MPF_I","NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_022267_00069,NC_022992_00098,NC_019097_00085","MOBP","JN253636","conjugative","NC_019131",0.016782,"Salmonella enterica subsp. enterica serovar Heidelberg","AA474","AI602","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LLUFMP_mobsuite","LLUFMP","Long_Read","Ligation","Unfiltered","Medaka_Pilon","AA474",1,90247,49.6537281017652,"6a50f897949ba479c4271a9a919163d8","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","JN253636","conjugative","HE654725",0.0133547,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LLUFM_mobsuite","LLUFM","Long_Read","Ligation","Unfiltered","Medaka","AA474",1,90211,49.6369622329871,"baf11f93ddb0a1cac76f4fb19aa4a417","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","JN253636","conjugative","HE654725",0.0141502,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LRFMP_mobsuite","LRFMP","Long_Read","Rapid","Filtered","Medaka_Pilon","AA474",1,90246,49.653170223611,"b517d92c06c37195ca55e83a926c8032","IncI1/B/O","DQ017661","MOBP,MOBP","CP023903_00055,NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","JN253636","conjugative","HE654725",0.0134525,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LRFM_mobsuite","LRFM","Long_Read","Rapid","Filtered","Medaka","AA474",1,90268,49.6288828820845,"6fc2fc95d0f895eb61dfc572662c2daf","IncI1/B/O","DQ017661","MOBP,MOBP","CP023903_00055,NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","JN253636","conjugative","HE654725",0.0143537,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LRF_mobsuite","LRF","Long_Read","Rapid","Filtered","Unpolished","AA474",1,90236,49.6553481980584,"993f3bb7255f79a2cc61c9904b0c0918","IncI1/B/O","DQ017661","MOBP","CP023903_00055","MPF_I","NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_022267_00057,NC_019097_00056","MOBP","JN253636","conjugative","CP024093",0.0147145,"Escherichia coli","AA474","AI603","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LRUFMP_mobsuite","LRUFMP","Long_Read","Rapid","Unfiltered","Medaka_Pilon","AA474",1,90247,49.6537281017652,"0bf1436017e67f22fe5a8e14b59439cf","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056","MOBP","JN253636","conjugative","HE654725",0.0133547,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LRUFM_mobsuite","LRUFM","Long_Read","Rapid","Unfiltered","Medaka","AA474",1,90280,49.6344705361099,"4aa688e81386b97b52e788858fb26209","IncI1/B/O","DQ017661","MOBP","NC_019097","MPF_I","NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_022267_00057,NC_019097_00056","MOBP","JN253636","conjugative","HE654725",0.0143537,"Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","AA474","AI596","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LRUF_mobsuite","LRUF","Long_Read","Rapid","Unfiltered","Unpolished","AA474",1,90091,49.6464685706674,"87df9e7628f0d02f99a197eedecd5df3","IncI1/B/O","DQ017661","MOBP","CP023903_00055","MPF_I","NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056","MOBP","JN253636","conjugative","CP024093",0.0154006,"Escherichia coli","AA474","AI603","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B1-9413-C4-H-CuP-CeP_LR_LUF_LLUF_mobsuite","LLUF","Long_Read","Ligation","Unfiltered","Unpolished","AA474",1,89838,49.6660655847192,"a085f42cfc7d5a8439ab00b3de30687a","IncI1/B/O","DQ017661","MOBP,MOBP","CP042618_00082,CP023903_00055","MPF_I","NC_019097_00056,NC_022267_00057,NC_023290_00086,NC_019097_00075,NC_022267_00069,NC_022992_00098,NC_019097_00085","MOBP","JN253636","conjugative","CP024093",0.0171265,"Escherichia coli","AA474","AI603","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 20956594; 20851899; 30761100"
"EC-B2-0012-2L1-D-CuN-CeP_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AA175",1,146304,48.7109033245844,"76b531ea15836c6a5e9b67ee1a3099d8","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF","NC_017627_00068","MPF_F","NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_022651_00077,NZ_CM001154_00091,NC_013437_00116,08-5333_00200","MOBF","KP987215","conjugative","LC484363",0.00251903,"Escherichia coli","AA175","AH848","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AA175",2,133408,48.9760733988966,"16d4f72b771a262c37ac252bc807c954","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF","NC_017627_00068","MPF_F","NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200","MOBF","KP987215","conjugative","LC484363",0.00167981,"Escherichia coli","AA175","AH848","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_HRF_mobsuite","HRF","Hybrid","Ligation","Filtered","Pilon","AA175",1,154828,48.9381765572119,"7bc520ce9520a8f822620ce4e2dc6b98","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF","NC_017627_00068","MPF_F","NC_009837_00049,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077,NC_013437_00116,08-5333_00200","MOBF","KP987215","conjugative","LC484363",0.00213483,"Escherichia coli","AA175","AH848","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_HRUF_mobsuite","HRUF","Hybrid","Ligation","Unfiltered","Pilon","AA175",1,133389,48.9793011417733,"a27901960e2b42855183ae843fba6051","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF","NC_017627_00068","MPF_F","NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200","MOBF","KP987215","conjugative","LC484363",0.00175922,"Escherichia coli","AA175","AH848","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LFM_LLFM_mobsuite","LLFM","Long_Read","Ligation","Filtered","Medaka","AA175",1,146385,48.7700242511186,"c9385131c25d09c3f11c5f55f442ffe6","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF,MOBF,MOBF,MOBF","CP029214_00066,CP042640_00139,NC_017627_00068,NC_011964_00125","MPF_F","NC_022651_00077,NZ_CM001154_00091,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_008460_00107,NC_013437_00116,08-5333_00200","MOBF","KT325596","conjugative","LC484363",0.00528099,"Escherichia coli","AA175","AH848","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LLFMP_mobsuite","LLFMP","Long_Read","Ligation","Filtered","Medaka_Pilon","AA175",1,146370,48.7026029924165,"60560c0ac746d8db3a83b0659441a434","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF","NC_017627_00068","MPF_F","NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200","MOBF","KP987215","conjugative","LC484363",0.00227104,"Escherichia coli","AA175","AH848","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LLF_mobsuite","LLF","Long_Read","Ligation","Filtered","Unpolished","AA175",1,146005,48.8127118934283,"9c94c9470bd5806db5d5d8a0d66254d3","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF,MOBF,MOBF,MOBF","CP042640_00139,NC_017639_00103,NC_017627_00068,CP029214_00066","MPF_F","NC_022651_00077,NZ_CM001154_00091,NC_010409_00124,NC_017659_00099,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_014615_00033,NC_008460_00107,08-5333_00200","MOBF","KT325596","conjugative","LC484363",0.00676872,"Escherichia coli","AA175","AH848","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LLUFMP_mobsuite","LLUFMP","Long_Read","Ligation","Unfiltered","Medaka_Pilon","AA175",1,146370,48.7012365921979,"76334ce8b62e831339393c6fa43f3627","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF","NC_017627_00068","MPF_F","NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200","MOBF","KP987215","conjugative","LC484363",0.00224371,"Escherichia coli","AA175","AH848","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LLUFM_mobsuite","LLUFM","Long_Read","Ligation","Unfiltered","Medaka","AA175",1,146384,48.7648923379604,"260784778d952dacb3d40a75080184f4","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF,MOBF,MOBF,MOBF","CP029214_00066,NC_017627_00068,MG904998_00124,NC_011964_00125","MPF_F","NC_022651_00077,NZ_CM001154_00091,NC_010409_00124,NC_017659_00099,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_008460_00107,NC_013437_00116,08-5333_00200","MOBF","KT325596","conjugative","LC484363",0.00541137,"Escherichia coli","AA175","AH848","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LRFMP_mobsuite","LRFMP","Long_Read","Rapid","Filtered","Medaka_Pilon","AA175",1,154982,48.9695577550941,"2769551ba5bf7c4962696e84b45704fb","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF","NC_017627_00068","MPF_F","NC_009837_00049,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077,NC_013437_00116,08-5333_00200","MOBF","KP987215","conjugative","LC484363",0.00216198,"Escherichia coli","AA175","AH848","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LRFM_mobsuite","LRFM","Long_Read","Rapid","Filtered","Medaka","AA175",1,155011,49.0074897910471,"7564845e2049ca0e6b4caed32cb132f7","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF,MOBF","NC_017627_00068,AP018572_00011","MPF_F","NC_008460_00107,NC_006323_00113,NC_019165_00034,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_017639_00094,NC_019094_00090,NC_017659_00099,NC_010409_00124,NZ_CM001154_00091,NC_022651_00077,NC_013437_00116,08-5333_00200","MOBF","KT325596","conjugative","LC484363",0.00414809,"Escherichia coli","AA175","AH848","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LRF_mobsuite","LRF","Long_Read","Rapid","Filtered","Unpolished","AA175",1,154458,48.927216460138,"6073a2ddfd10e2952ec915180a87d340","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF,MOBF","MG904998_00124,AP018572_00011","MPF_F","NC_008460_00107,NC_014615_00033,NC_010488_00021,NC_018966_00040,NC_017054_00096,NC_017639_00100,NC_007675_00027,NC_017639_00094,NC_017630_00031,NC_019094_00090,NC_019000_00022,NC_010409_00124,NZ_CM001154_00091,NC_022651_00077,08-5333_00200","MOBF","KT325596","conjugative","LC484363",0.00445566,"Escherichia coli","AA175","AH848","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LRUFMP_mobsuite","LRUFMP","Long_Read","Rapid","Unfiltered","Medaka_Pilon","AA175",1,133406,48.9828043716175,"cbccb80c72365ab38896ca6caa2d6d72","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF","NC_017627_00068","MPF_F","NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200","MOBF","KP987215","conjugative","LC484363",0.00181236,"Escherichia coli","AA175","AH848","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LRUFM_mobsuite","LRUFM","Long_Read","Rapid","Unfiltered","Medaka","AA175",1,133440,49.0355215827338,"79f1aea29f649f1621c47e2b58eb2747","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF,MOBF","NC_017627_00068,CP029214_00066","MPF_F","NC_022651_00077,NZ_CM001154_00091,NC_010409_00124,NC_017659_00099,NC_017639_00094,NC_007675_00027,NC_017054_00096,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_008460_00107,NC_013437_00116,08-5333_00200","MOBF","KT325596","conjugative","LC484363",0.00405685,"Escherichia coli","AA175","AH848","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LRUF_mobsuite","LRUF","Long_Read","Rapid","Unfiltered","Unpolished","AA175",1,132880,48.9569536423841,"0b6d89442c0990cf58323d5d19d3be41","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF,MOBF,MOBF,MOBF","AP018572_00011,CP042640_00139,CP008715_00128,MG904998_00124","MPF_F","NC_022651_00077,NZ_CM001154_00091,NC_010409_00124,NC_017659_00099,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_017054_00096,NC_018966_00040,NC_014615_00033,NC_008460_00107,08-5333_00200","MOBF","KT325596","conjugative","LC484363",0.00480022,"Escherichia coli","AA175","AH848","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B2-0012-2L1-D-CuN-CeP_LR_LUF_LLUF_mobsuite","LLUF","Long_Read","Ligation","Unfiltered","Unpolished","AA175",1,145999,48.8051288022521,"cec5e95a42bfe1a92974df339531fef1","IncFIB,rep_cluster_2244","000095__NZ_CP014273_00094,CP033091_00053","MOBF,MOBF,MOBF","AP018568_00098,MG904998_00124,CP029214_00066","MPF_F","NC_022651_00077,NZ_CM001154_00091,NC_010409_00124,NC_017659_00099,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_017054_00096,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_008460_00107,08-5333_00200","MOBF","KT325596","conjugative","LC484363",0.00698112,"Escherichia coli","AA175","AH848","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-C-23315-C5-H-CuP-CeP_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AB685",1,1552,51.9329896907217,"77ada9b588d161bfdf7a6de03c078f4f","Col(MG828)","NC_008486","-","-","-","-","MOBP,MOB_unknown","AB027308,JN985534","mobilizable","CP023858",0.00249129,"Escherichia coli","AB685","AK563","order","Enterobacterales","order","Enterobacterales","genus","Escherichia",30761100
"EC-C-23315-C5-H-CuP-CeP_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AB233",1,37980,42.0036861506056,"f23dd21b41bad9dab765bb9ff964b2d1","IncX1,IncX3","000215__KC853434_00019,JN247852","MOBP","NC_019096_00001","MPF_T","NC_023277_00163,NC_013503_00034,NC_019067_00043,NC_010860_00022,NC_017624_00009","MOBP","EU164802","conjugative","CP024290",0.0254028,"Escherichia coli O178:H19","AB233","-","order","Enterobacterales","order","Enterobacterales","-","-","-"
"EC-C-23315-C5-H-CuP-CeP_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AA474",2,107410,50.7485336560842,"328600992d294b4cd623bf83973a52de","IncI-gamma/K1","CP001118","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057","MOBP","HM021326","conjugative","KT779550",0.0010072,"Escherichia coli","AA474","AI597","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-C-23315-C5-H-CuP-CeP_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AC509",1,6647,48.4880397171656,"4e09d88a9cf0cd96d3daa1d62276c6c8","rep_cluster_2350","CP035723_00002","MOBP","NC_019076_00002","-","-","MOBP","MF083142","mobilizable","CP010175",0.000215742,"Escherichia coli","AC509","AL724","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","genus","Escherichia","6263753; 17122402; 26802429"
"EC-C-23315-C5-H-CuP-CeP_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AA178",1,189562,49.614901720809,"6c1d87bd29e6064b9eabddaef0862db6","IncFIB,IncFIC,rep_cluster_2244,rep_cluster_2313","000095__NZ_CP014273_00094,AP001918,CP033091_00053,CP025980_00001","MOBF,MOBP","NC_017627_00068,NC_021819_00066","MPF_F","NC_022651_00077,NZ_CM001154_00091,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200","MOBF","CP015086","conjugative","CP043952",0.00191916,"Escherichia coli","AA178","AH863","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-C-23315-C5-H-CuP-CeP_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AA474",2,107399,50.7509380906712,"75eb1f8b11cc81b4a0793559e349c274","IncI-gamma/K1","CP001118","MOBP","NC_019097","MPF_I","NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085","MOBP","HM021326","conjugative","KT779550",0.00105797,"Escherichia coli","AA474","AI597","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-C-23315-C5-H-CuP-CeP_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AB233",1,37980,42.0036861506056,"2b664a3439b53c15d2a206a3ce566fe6","IncX1,IncX3","000215__KC853434_00019,JN247852","MOBP","NC_019096_00001","MPF_T","NC_017624_00009,NC_010860_00022,NC_019067_00043,NC_013503_00034,NC_023277_00163","MOBP","EU164802","conjugative","CP024290",0.0254028,"Escherichia coli O178:H19","AB233","-","order","Enterobacterales","order","Enterobacterales","-","-","-"
"EC-C-23315-C5-H-CuP-CeP_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AC509",1,6647,48.4880397171656,"cb6ef8cd5b169ebd803a9649fc8a2820","rep_cluster_2350","CP035723_00002","MOBP","NC_019076_00002","-","-","MOBP","MF083142","mobilizable","CP010175",0.000239895,"Escherichia coli","AC509","AL724","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","genus","Escherichia","6263753; 17122402; 26802429"
